id,question,opa,opb,opc,opd,cop,choice_type,exp,subject_name,topic_name
8fda87ea-ee37-4d96-b7a7-1cf82b32bcdd,Ca vulva spreads to all except ?,Urethra,Deep inguinal nodes,Superficial inguinal nodes,Paraaoic nodes,-1,multi,,Gynaecology & Obstetrics,
54fc8ce9-044d-4d54-a835-34108b63d207,Gold standard diagnostic technique for diagnosis of endometriosis?,Laproscopy,Ca 125 level,Ultrasound,MRI,-1,single,,Gynaecology & Obstetrics,
29c8e325-bf04-4aba-9d38-95ece7513054,Most common infection in long term IUCD use -,Actinomyosis,Mucormycosis,Aspergillosis,Candidiasis,-1,single,,Gynaecology & Obstetrics,
dfdbcaf3-60fc-443e-b541-03c06dbee7cc,Not a method for delivery of after-coming head of breech ?,Forceps method,Burns and Marshall method,Malar flexion and shoulder traction,Half hand method,-1,multi,,Gynaecology & Obstetrics,
9e5a9d07-b96e-4978-a422-ec68b7a1fd90,Complete vesicular mole is associated Theca leutin csyts in what percentage of cases ?,<5,15-May,20-40,60-70,-1,single,,Gynaecology & Obstetrics,
63b01867-ebf9-41c8-a976-342f3c3b7c17,Powder burnt lesion seen in ?,PID,PCOS,Endometriosis,All of the above,-1,multi,,Gynaecology & Obstetrics,
9bb994ff-4448-48c9-aade-0c2ed3d5eda9,MC cause for hysterectomy is ?,Prolapse,Fibroids,Ca endometrium,Acute PID,-1,single,,Gynaecology & Obstetrics,
ef14d56b-3c04-4ee1-a30b-6cab86bf9b79,% of ectopic pregnancy seen in fallopian tube is?,75%,90%,80%,67%,-1,multi,,Gynaecology & Obstetrics,
d9cb7620-9163-4797-a97b-6b2a2e44c1d9,Placental hormone with highest carbohydrate content is -,HCG,Human pregnancy specific beta glycoprotein,HPL,Relaxin,-1,single,,Gynaecology & Obstetrics,
1d4d4430-d69c-4eb4-9bb0-04572761c4d0,False about chorionic vinous sampling -,Is used for prental genetic diagnosis,Is performed only in second trimester of pregnancy,Villi collected from chorion frondosum,Can cause limb deformities,-1,multi,,Gynaecology & Obstetrics,
a6c8a0de-3f68-4dbd-bff2-086afb692846,Therapeutic use of folic acid is,Previous pregnancy with child having neural tube defect,Megaloblastic anaemia,Hemoglobinopathies,All of the above,-1,multi,,Gynaecology & Obstetrics,
d91e0722-e44e-4311-86dc-81f938d2c6dd,"Grade 1 Ca endometrium, there is presence of % non sqoumaous growth ?",<5,25-Jun,25-50,>50,-1,single,,Gynaecology & Obstetrics,
f3a86de2-02dc-4c19-a0c9-c2a2617ba82d,Medical management of fibroids is with all except -,Progesterone,Mifepristone,Ulipristal acetate,Misoprostol,-1,multi,,Gynaecology & Obstetrics,
6e0fffc3-586a-45b0-96e7-3d6e23a05a0b,Le Fo repair is done for,Uterovaginal descent,Vault prolapse,VVF,RVF,-1,single,,Gynaecology & Obstetrics,
26caf636-bcb7-4eea-9d26-1dfe7606632d,Weight of uterus at term is ?,400-500 gm,600-700gm,800-900 gm,900-1000 gm,-1,single,,Gynaecology & Obstetrics,
afd47ec0-1261-4b84-bc5a-68063ccca06d,In a case of recurrent spontaneous aboion the following investigation is unwanted ?,Hysteroscopy,Testing for antiphospholipid antibodies,Testing for TORCH infections,Thyroid function tests,-1,single,,Gynaecology & Obstetrics,
1614d02e-9094-4a41-a592-8ebc0e2d3b1c,Palmer sign is related to ?,Contraction of uterus,Dusky hue of ant vaginal wall,Bluish discolouration of ant vaginal wall,Increased pulsations felt through lateral fornix,-1,multi,,Gynaecology & Obstetrics,
947b05ce-b787-4ec2-a9ca-203aaf64d767,Vaginal pH before pubey is?,7,6,4.5,5,-1,single,,Gynaecology & Obstetrics,
a26c0c2d-359f-4cb6-8a40-5caf1fa2f65a,Vacuum delivery produces?,Chingon,Cephalhematoma,Both,None,-1,multi,,Gynaecology & Obstetrics,
0e1d8a12-92a2-48ca-a6f7-7163db1f958d,SERMs are ?,Agonist on estrogen receptor,Antagonist on estrogen receptor,Some are agonist some antagonist on estrogen receptor,"Used due to reduced chances of hot flushes, thromboembolism",-1,single,,Gynaecology & Obstetrics,
1077232b-215f-46f9-ac29-ab17d110f08e,Inhibin is a tumor marker for ?,Granulosa cell tumor,Dysgerminoma,Serous cystadenoma,Krukenberg tumor,-1,single,,Gynaecology & Obstetrics,
49ad9c7e-7030-47e8-ba0f-241b5471925d,Double decidua sign is seen during-,1St trimester,2nd early trimester,2nd late trimester,3rd trimester,-1,single,,Gynaecology & Obstetrics,
bdadc71e-2d70-4cb9-bc6a-40a6f68b0c8a,Menstrual regulation effective upto ?,14 days,21 days,4weeks,6 weeks,-1,single,,Gynaecology & Obstetrics,
f941b205-78a0-4e76-a0f5-49007a60c12d,Godell's sign is ?,Dusky hue of the vestibule,Softening of the cervix,Increased pulsations felt through the lateral fornices,Regular and rhythmic contractions during bimanual examination,-1,single,,Gynaecology & Obstetrics,
fc1e3a60-065a-4002-bb64-d2615604692f,Most common presentation of cervical cancer is -,Deep pelvic pain,Rectal pain,Bleeding per vaginum,Weight loss,-1,single,,Gynaecology & Obstetrics,
99e11f42-e22b-449b-bf57-56fe5ab53bf2,Inner cell mass differentiates into ?,Chorion,Trophoectoderm,Embryo,All of the above,-1,multi,,Gynaecology & Obstetrics,
1ab5de8c-bf46-4a60-abad-5bb86598bcf1,Sheehan syndrome is ?,Pitutary adenoma,Pitutary necrosis,Adrenal necrosis,Adrenal adenoma,-1,single,,Gynaecology & Obstetrics,
f05eb0bd-b11d-499f-be80-4e1c84bd9139,Criteria for Puerperal pyrexia is temperature ?,100.4 degrees F on two separate occasions,101 degrees F on two separate occasions,100.4 degrees F on three separate occasions,101 degrees F on three separate occasions,-1,single,,Gynaecology & Obstetrics,
014d7443-ec5c-4e47-ab48-52ec0d0bfd83,Lileys zone 3 at 35 weeks gestation management is?,Follow up,Intrauterine infusion,Preterm termination of pregnancy,Cordocentesis,-1,single,,Gynaecology & Obstetrics,
918ceb41-ee94-4dc4-8d91-2c8471336570,Investigation of choice for diagnosis of PID is ?,Laparoscopy,Colposcopy,Hysteroscopy,Ultrasonography,-1,single,,Gynaecology & Obstetrics,
c74059d7-76d9-4904-ab14-70354fe2fdb6,Down syndrome is earliest diagnosed at ?,8 - 10 weeks,10 - 12 weeks,12 - 14 weeks,14 - 16 weeks,-1,single,,Gynaecology & Obstetrics,
a85abf1c-3334-46aa-a4da-8b61c7a15d24,"A 32-year-old woman complains of amenorrhea since the delivery of a baby 15 months previously, despite the fact that she did not breastfeed her baby. The delivery was complicated by excessive hemorrhage that required a transfusion of 2.5 liters of blood. She has also been fatigued and has gained an additional 4.5Kg since the baby was born. Laboratory data show the following:Serum LH < 1 IU/L (normal, 4-24 IU/L)Serum estradiol 5 pg/mL (normal, 20 - 100 pg/mL)Serum TSH 0.1 mU/L (normal, 0.5 - 5 mU/L)Serum GH 3 ng/mL (normal, < 5 ng/mL)Serum ACTH 28 pg/mL (normal, 10 - 50 pg/mL)Serum prolactin 2 ng/mL (normal, Injection of 500 mg of TRH failed to produce the expected rise in both serum TSH and prolactin. Which of the following diagnoses most likely explains the findings in this patient?",Hashimoto's thyroiditis,Isolated gonadotropin deficiency,Primary amenorrhea,Sheehan's syndrome,-1,multi,,Gynaecology & Obstetrics,
b33c9e83-a2fc-484d-b5b5-fc6ebfe13744,Direct Occipitoposterior position is a ourable position in which type of pelvis ?,Anthropoid,Android pelvis,Gynaecoid,Mongoloid,-1,single,,Gynaecology & Obstetrics,
d22bbdc0-f91c-4f8d-81d1-ff58837d43cc,A multgravida 4 kg fetus is in labour since 15 hours and has 5cm dilation of cervix for last 8 hours. What is the fuher management of this patient ?,Wait and watch,Amniotomy,Injection Oxytocin,Caesarian section,-1,single,,Gynaecology & Obstetrics,
5cd7a850-2bc1-48c9-bcaf-264bc0fd09e4,Asherman's syndrome false is ?,Associated with menstrual irregularities,Progesterone challenge test is positive,Synechiae formation in uterus,May be secondary to TB,-1,multi,,Gynaecology & Obstetrics,
1044eb40-9d97-47e2-9c3e-e48708357288,A sexually active female with the profuse frothy foul-smelling discharge with intense itching. Strawberry cervix revealed on examination. What will be the diagnosis?,Trichomonas vaginalis,Bacterial vaginosis,Candidiasis,None,-1,multi,,Gynaecology & Obstetrics,
06ef4108-8bf9-416d-a41b-6845af1e343f,Severely anaemic pregnant patient in cardiac failure. Choice of transfusion?,Platelets,Packed cells,Whole blood,Exchange transfusion,-1,single,,Gynaecology & Obstetrics,
3b6054b1-d7e0-45f1-99a1-6d931c9cda6e,Which of the following is present in normal vagina?,Trichomonas buccalis,Trichomonas hominis,Trichomonas vaginalis,Trichomonas bovis,-1,single,,Gynaecology & Obstetrics,
c8f3d80a-5906-43d0-a989-d2d5f5c3b419,Following are the causes of oligohydramnios except?,IUGR,Postmaturity,Maternal dehydration,Labetolol,-1,multi,,Gynaecology & Obstetrics,
276f33ad-db61-4346-a5fd-3a27e701ca17,True about Ganers cyst is ?,Retention cyst in remnants of Wolffian duct,Arises from mullerian duct,Commonly arises from cervix,Impulse on coughing,-1,multi,,Gynaecology & Obstetrics,
2439cd34-006a-4cbb-ad09-feec29744e61,Chances of uterine rupture are least in -,LSCS,Classic,Inveed,Low veical,-1,single,,Gynaecology & Obstetrics,
5ba3dacc-c087-4b79-822e-fe4cfd8ca546,28 year old female complaints of foul smelling yellowish urethral discharge since 4 days. History of burning micturation. History of sexual contact with multiple paners 2 days before the onset of symptoms. Most likely diagnosis is ?,Syphilis,Chancroid,Gonococcal urethritis,Non-infective urethritis,-1,single,,Gynaecology & Obstetrics,
dfb30529-05ae-4e9e-8afa-f77eadf759e5,Hegar sign all are true except ?,Bimanual palpation method,Difficult in obese,Can be done at 14 weeks,Present in 2/3rd of cases,-1,multi,,Gynaecology & Obstetrics,
e56ae213-d744-4a27-b97d-f6c36a0f910e,pH of vagina in pregnant woman is usually ?,4,4.5,5,>5,-1,multi,,Gynaecology & Obstetrics,
07a3bcbe-5972-43b4-a3bc-2717de94de82,In paograms recommended by 'WHO' the distance between the ale and action lines is ?,1 hour,2 hours,4 hours,5 hours,-1,single,,Gynaecology & Obstetrics,
62c5f984-c34a-49dd-9ddc-bb19e57b9489,Red degeneration of fibroid is seen in ?,Early pregnancy,Mid pregnancy,Puperium,Nulliparous women,-1,single,,Gynaecology & Obstetrics,
2e0864f1-0017-49c7-849f-d76afc1630f4,External version is done after?,34 weeks,36 weeks,38 weeks,40 weeks,-1,single,,Gynaecology & Obstetrics,
bb208b96-a8e3-499a-8250-9bcde7df8bbc,Physiologic change in leukocyte numbers in pregnancy is,Neutrophilic leukocytosis,Lymphocytic leukocytosis,Neutropenia,Basophilic leukocytosis,-1,single,,Gynaecology & Obstetrics,
12008980-5969-48a3-9d6a-6d1b842f32b3,Maternal side layer of the placenta is called ?,Decidua basalis layer,Decidua capsularis layer,Decidua parietalis,Decidua spongiosa,-1,multi,,Gynaecology & Obstetrics,
2a772e2c-1491-4196-8c44-6da04b4689df,Least common presentation of twins ?,Both veex,Both breech,Both transverse,First veex and 2nd transverse,-1,multi,,Gynaecology & Obstetrics,
057b689a-0a00-434a-ab34-c6b168d5872f,Drug commonly used in treatment of endometriosis is?,LH,GnRH,MPA,FSH,-1,single,,Gynaecology & Obstetrics,
5c8eb5c2-bc27-40c6-a1c9-dd65aff382ef,Most common presenting feature of complete mole is ?,Vomiting,Amenorrhoea,Amenorrhoea,Bleeding per vaginum,-1,single,,Gynaecology & Obstetrics,
23c7817d-3e34-4c9c-bf2d-15e537a3f35b,Pregnancy is contraindicated in all of the following except -,Primary Pulmonary Hypeension,Eisenmenger's syndrome,Marfan's with aoic root dilation,WPW syndrome,-1,multi,,Gynaecology & Obstetrics,
c471f0de-07a8-44e7-b164-0b7955447a8b,Alpha subunit of hCG is similar to ?,FSH,LH,TSH,All of the above,-1,multi,,Gynaecology & Obstetrics,
4c1169e3-cbc8-48e6-8ced-a1dd30ee9308,Long-standing pelvic inflammation may lead to which of the following conditions?,Pyometra,Uterine polyposis,Pseudopregnancy,Cystic endometrial hyperplasia,-1,single,,Gynaecology & Obstetrics,
aa39951c-3c4c-4b51-8426-5f7adb956c79,Limb bud appear at what weeks of gestation?,3,4,6,9,-1,single,,Gynaecology & Obstetrics,
b9d0d0d7-9869-426c-9d1c-ce75c59fd533,Plane of cleavage during placental separation runs through,Between compact and spongy layer of decidua basalis,Between decidua basalis and chorion frondosum,Through deep spongy layer of decidua basalis,Between layers of chorion frondosum,-1,single,,Gynaecology & Obstetrics,
00bae679-48d7-449b-959a-2a6079ba7377,"Condition where there is ingrowth of the endometrium, both glandular and stromal component in myometrium is ?",Adenomyosis,Courvelaire uterus,Placenta accreta,Uterine fibroid,-1,multi,,Gynaecology & Obstetrics,
ad4df267-4f9c-4473-8a6b-fd158b226116,Abstinence period before semen analysis is ?,1-2 days,3-5 days,5-7 days,7-9 days,-1,single,,Gynaecology & Obstetrics,
3716dcd0-15c8-4620-a142-1d00dc8015a2,Feilized ovum reaches the uterus at what day of menstrual cycle?,6th,14th,20th,25th,-1,single,,Gynaecology & Obstetrics,
6d656191-29e6-4209-a139-b8cb0ec145e9,At 20 weeks of gestation amniotic fluid volume is ?,200 ml,400 ml,600 ml,800 ml,-1,single,,Gynaecology & Obstetrics,
b27d6daf-f36e-43a2-b43d-9247e9fa0a49,High chance of rupture in tubal pregnancy are seen in which ?,Ampulla,Isthmus,Interstitial,Fimbrial,-1,single,,Gynaecology & Obstetrics,
b103445e-6352-44a9-b910-d07cc796c1a6,Risk factors for molar gestation are all of the following except -,Oriental countries,Disturbed maternal immune mechanism,Higher ratio of maternal/paternal chromosomes,Faulty nutrition,-1,multi,,Gynaecology & Obstetrics,
e571e0d5-9aa3-4372-b42f-0d618adc7309,Contraindication for induction of labour is all except?,Hypeensive disease of pregnancy,Hea disease of pregnancy,Pelvic tumor,Vasa pre,-1,multi,,Gynaecology & Obstetrics,
719d4eff-7ad0-4e90-afb0-d0bd7038c540,Most common mode of spread for genital tuberculosis is?,Hematogenous,Lymphatic,Direct,Ascending,-1,single,,Gynaecology & Obstetrics,
01d18519-5ddb-439c-abb9-65107423f21e,Maximum amniotic fluid at ?,32 weeks,34 weeks,36 weeks,40 weeks,-1,single,,Gynaecology & Obstetrics,
17b5cd75-9035-4e78-9932-bc61381a022c,All are causes of anovulatory amenorrhoea except?,PCOD,Hyperprolactemia,Gonadal dysgenesis,Drugs,-1,multi,,Gynaecology & Obstetrics,
7c494cdf-e54f-4989-8296-b15418b2fb84,Lithotomy position increases vaginal opening by how many cm -,1cm,2cm,3cm,4cm,-1,single,,Gynaecology & Obstetrics,
fdf35ce2-2059-48d6-806f-da8f5811b24d,Magnification obtained by colposcopy is ?,1-2 times,5-6 times,15-25 times,10-20 times,-1,single,,Gynaecology & Obstetrics,
f1086500-5852-444c-9762-52fa7902ede5,Following are the features of true labour pain ?,Uterine contractions at regular intervals,Progressive effacement and dilation of cervix,Formation of bag of membranes,All the above,-1,multi,,Gynaecology & Obstetrics,
5e72efb4-c1f2-4179-af6b-df2dd2f7ef4d,Type of suture used in complete perineal tear is -,Catgut,Silk,Vicryl,Vicryl and catgut,-1,single,,Gynaecology & Obstetrics,
3177a9b5-c428-4878-8e76-66151436a5ab,"55 year old lady complaints of mass in the vagina, which is reducible & increases on defecation. The diagnosis is?",Rectal prolapse,Uterine prolapse,Cervical fibroid,Vaginal cancer,-1,single,,Gynaecology & Obstetrics,
ec1b9f10-80bf-4200-9d52-8304ce01a7da,First line of treatment of mastitis in a lactating mother is-,Dicloxacillin,Cefazolin,Ceftriaxone,Ampicillin,-1,single,,Gynaecology & Obstetrics,
941dbd34-d3f7-4e99-8459-9f8a2abfa557,Methergin is given for prophylaxis of ?,Anaemia,Cardiac disease,Renal disease,Lung disease,-1,single,,Gynaecology & Obstetrics,
23e334b3-90d6-4d69-a8a0-291ccc63d00d,Ganer's cyst are seen at ?,Antero lateral vaginal wall,Antero - lateral cervix,Posterolateral vaginal wall,Posterolateral cervix,-1,multi,,Gynaecology & Obstetrics,
8760c216-6467-475c-84c7-a67c7c740aba,The treatment of choice for baholin cyst is ?,Marsupilisation,Aspiration,Observe,Curettage and closure,-1,single,,Gynaecology & Obstetrics,
34813641-a303-4f8b-a288-162cd2564bf7,Intrauterine adhesions best seen by?,USG,CT,Hysteroscopy,MRI,-1,single,,Gynaecology & Obstetrics,
1c502bb5-3100-48e6-b502-d5a9a607ca85,Which vaccine is contraindicated in pregnancy:,Chicken pox,Rabies,Tet toxoid,Hepatitis B,-1,single,,Gynaecology & Obstetrics,
3812f4c6-7e1b-48d7-ae9b-d9e9fdb89d6a,Clinical alarming sign of MgSO4 toxicity is ?,Loss of knee jerk,Loss of superficial abdominal reflexes,Loss of pin prick sensation,Loss of proprioception,-1,single,,Gynaecology & Obstetrics,
888338e5-6a94-49ad-8ff4-761c3a81abce,Acute salpingitis is most commonly caused by ?,N. gonorrhoeae,Chlamydia trachomatis,Mycoplasma,Staphylococcus,-1,single,,Gynaecology & Obstetrics,
ba6ea5aa-8a95-4974-8f90-7dd8f8d2bddf,Decreased fetal hea sound is due to which drug -,Oxytocin,Sodium bicarbonate,IV fluids,Iron,-1,single,,Gynaecology & Obstetrics,
c53e73a0-c10d-4491-85e3-8ae6b8ce5c52,Risk of scar rupture in lower segment of previous scar present is ?,05 - 1.5 %,15 - 25 %,2.5 - 3.5 %,3.5 - 4.5 %,-1,single,,Gynaecology & Obstetrics,
2815b45d-e40a-4686-874a-c05aec644773,Ove gestational diabetes is defined as blood glucose more than_?,>200 mg/dl,>126 mg/dl,>100 mg/dl,>180 mg/dl,-1,single,,Gynaecology & Obstetrics,
96650b6b-3f77-4c5f-b1af-b259efa6baab,Surgery of choice in 42 year old P3L3 with diffuse endometriosis is ?,Ovarian cystectomy & adhesiolysis,Hysterectomy,Hysterectomy with BSO with resection of endometrial implants,Ovarian cystectomy & adhesiolysis & resection of implants,-1,single,,Gynaecology & Obstetrics,
1dce49eb-2d0d-41a3-8fbe-ce19fff35cc9,"NST, what is seen except?",Variability,Acceleration,Time period,Oxytocin,-1,multi,,Gynaecology & Obstetrics,
d5b3863c-36b4-4ad9-834d-712801334128,Drugs used in ectopic pregnancy ?,PGE2,PGI,PGF2,None,-1,multi,,Gynaecology & Obstetrics,
e07927b5-b296-42a2-bd75-28a0a46dea1d,Classical name of mid cycle abdominal pain with vaginal bleeding is called ?,Endometriosis,Mittelschmez,Meteropathiahemorrhagica,Menometrorrhagia,-1,multi,,Gynaecology & Obstetrics,
c3d9b644-973d-4627-90fb-ed75e3f1e266,Regarding PCOD all are true except ?,High FSH/LH,High DHEA,Raised LH,T Estrogen,-1,multi,,Gynaecology & Obstetrics,
0fb6259f-edb0-47da-bb23-54f3639e14de,Mechanism of action of IUCD is all except ?,Inhibit ovulation,Induce biochemical changes in endometrium,Increase tubal motility,Inflammatory respone in endometrium,-1,multi,,Gynaecology & Obstetrics,
91d559ea-fc51-4efc-ae67-cc801aa0e0af,"With which of the following events, the feto maternal haemorrhage risk is the least ?",Amniocentesis,Cordocentrsis,Chorionic villus sampling,Abruption,-1,single,,Gynaecology & Obstetrics,
8763b3d0-4d39-4ecb-8720-4d7894969a6d,Doubling time of beta HCG in early pregnancy is ?,24 hrs,48 hrs,72 hrs,96 hrs,-1,single,,Gynaecology & Obstetrics,
b3d205e3-47a6-4761-83a4-f6999c524ce9,The uterine blood flow at term is -,50 mL/min,100-150 mL/min,350-375 mL/min,500-750 mL/min,-1,single,,Gynaecology & Obstetrics,
f9f96327-c5e6-4886-b015-4f1be4626dce,All of the following are markers of ovarian reserve except -,Inhibin A,Estradiol concentration,Inhibin B,Ovarian volume,-1,multi,,Gynaecology & Obstetrics,
1aad8694-2f5d-400d-9cbb-b3e92dadf86f,Tumor marker for germ cell malignancy are all except?,LDH,Alkaline phosphatase,AFP,CA-125,-1,multi,,Gynaecology & Obstetrics,
75af1a7e-be84-4395-bea7-11f91e78af63,Least failure rate is of ?,OC pills,IUDs,Condom,DMPA,-1,single,,Gynaecology & Obstetrics,
5ee4cc3f-09f1-467c-916a-2b83add4f5d9,Which of the following is not a high-risk pregnancy?,Previous history of manual removal of placenta,Anemia,Diabetes,Obesity,-1,single,,Gynaecology & Obstetrics,
2f2afcd7-9e79-4de6-a1d3-5b4927944730,"With reference to fetal hea rate, a nonstress test is considered reactive when?",Two fetal hea rate accelerations are noted in 20 minutes,One fetal hea rate acceleration is noted in 20 minutes,Two fetal hea rate accelerations are noted in 10 minutes,Three fetal hea rate accelerations are noted in 30 minutes,-1,single,,Gynaecology & Obstetrics,
d443ab6c-712c-40f5-9349-aa5e10700d96,6 year old son of pregnant women is suffering from chicken pox. Which of the following is given to pregnant women ?,Acyclovir,Acyclovir + immunoglobulin,Only immunoglobulin,Vaccination,-1,single,,Gynaecology & Obstetrics,
89f1a566-98d7-4811-8907-bb108b5e1232,"Patient with choriocarcinoma & jaundice, treatment of choice is ?",Methotreaxate,Actinomycin D,Suction evacuation,Combination of all,-1,multi,,Gynaecology & Obstetrics,
c2b54a68-3b2d-40cf-aba3-77a4a66ae723,Fimbriectomy procedure is known as-,Uchida method,Irving method,Madlener technique,Kroener method,-1,single,,Gynaecology & Obstetrics,
c5e03547-406b-494e-8238-3e62aa433588,Treatment of jaundice in third trimester ?,Termination of pregnancy,Termination at 42 weeks,Termination at 38 weeks,Wait for spontaeous labour,-1,single,,Gynaecology & Obstetrics,
0c309650-4de9-481c-aaf0-c6a335af00b7,"A lady with 35 weeks of pregnancy is admitted in view of first episode of painless bout of bleeding yesterday. On examination Hb 10g%, BP 120/70 mmHg, uterus relaxed, and cephalic floating. FHS regular. Next line of management is ?",Cesarean section,Induction of labor,Wait and watch,Blood transfusion,-1,single,,Gynaecology & Obstetrics,
ab171b4d-5ef1-487d-98e7-78b708b612e0,In carcinoma cervix surgery to retain conception is done in which stage ?,1B1,1B2,2A,2B,-1,single,,Gynaecology & Obstetrics,
66acfe2f-6dd6-43ab-8e56-93eb47c31bd2,Embryo gets implanted at what stage of development?,Two cell stage,Four cell stage,Morula,Blastocyst,-1,single,,Gynaecology & Obstetrics,
d18bb187-c22b-4f87-ad4c-b6350db37bbf,Swiss cheese pattern is seen in ?,Metropathica hemorrhagica,Serous cystadenoma,Mucinous cystadenoma,Dermoid,-1,single,,Gynaecology & Obstetrics,
ec5f8a44-f66d-4150-b700-88ad39bf92f7,In pregnancy plasma volume increased maximum at what gestational age?,10 wks,20 wks,25 wks,30 wks,-1,single,,Gynaecology & Obstetrics,
cdea609b-eb63-4e9b-a4cf-534d65d9c310,Most common malignant ovarian tumor is ?,Serous cystadenocarcinoma,Mucinous cysadenocarcinoma,Malignant teratoma,Sarcoma,-1,single,,Gynaecology & Obstetrics,
33497b70-8117-46f5-b72c-29b8815a0039,In early pregnancy clinical signs of feeling the cervix and the body of bulky uterus separated because of softened isthmus at 6 - 8 weeks of gestation :,Goodell's sign,Chadwick's sign,Piskacek's sign,Hegar's sign,-1,single,,Gynaecology & Obstetrics,
48d58252-f15c-4a45-a687-de12e014d3be,Components of Mala D are all except ?,0.03 mg Ethinyl estradiol,0.15mg desogestrel,0.15 mg levenogestrel,Iron tablets,-1,multi,,Gynaecology & Obstetrics,
8cf7ca56-57ec-457f-b2d1-16d36623f7b3,What is not used in PCOS ?,OC pills,Cyclical progesterones,Myoinositol,Danazol,-1,single,,Gynaecology & Obstetrics,
29cd56c5-e026-4895-adc8-18aac664a560,Upper age limit to diagnose a patient as having primary amenorrhoea is ?,13 years,14 years,15 years,16 years,-1,single,,Gynaecology & Obstetrics,
81526834-3242-4beb-928f-a43666c0dc88,Head of baby is removed in breech delivery by which maneuver ?,Lovsets maneover,Pinards maneover,Prague,Burn Marshall method,-1,multi,,Gynaecology & Obstetrics,
4270eaf7-c920-48cc-8e12-98f7673fce0a,Risk factors for the ectopic pregnancy are ?,IUCD,History of infeility,Tubal endometriosis,All the above,-1,multi,,Gynaecology & Obstetrics,
9f38a8e5-19e8-44bf-b483-9594c16b87f7,Which is least injured in gynaecological procedures?,Ureter at pelvic brim,Renal pelvis,Urinary bladder,Ureter at infundibulopelvic ligament,-1,single,,Gynaecology & Obstetrics,
8f575808-e745-4929-be34-4248276c9760,Cholestasis of pregnancy false is ?,Bilirubin level >2mg%,Most common cause of jaundice in pregnancy,Oestrogen is involved,Manifestations usually appear in last trimester,-1,multi,,Gynaecology & Obstetrics,
560b64dd-7c8d-49f6-a186-0a170b57a024,A 22-year-old primigravida visits ANC OPD with 20 weeks POG. On examination uterine height reveals a 16-week size.USG shows reduced liquor. What will be the diagnosis?,Renal agenesis,Fetal anemia,Baer's syndrome,Liddle syndrome,-1,single,,Gynaecology & Obstetrics,
0ab2824f-7459-43b9-90c6-100f701784fa,"In fetus, insulin production begin at weeks of gestation -",6-Apr,12-Aug,14-18,24-28,-1,single,,Gynaecology & Obstetrics,
c846ca13-a6d3-4330-9c0a-e34395c23cc7,Ashermans syndrome is characterized by ?,Amenorrhea,Menorrhagia,Polymenorrhea,All of the above,-1,multi,,Gynaecology & Obstetrics,
4d34e10d-a5af-4d8b-a502-c35e3d354cac,Hegar sign?,Uterine contraction,Quickening,Bluish discoloration of vagina,Softening of isthmus,-1,single,,Gynaecology & Obstetrics,
ada96700-3ca1-433a-b0e0-6566d16043f6,Persistent OP position is most common in which pelvis?,Android,Gynaecoid,Anthrpoid,Mixed,-1,single,,Gynaecology & Obstetrics,
b4b7d2ff-8fd6-4feb-b0f4-172d492910c1,Which of the following is true about ovarian ectopic pregnancy?,Studdiford criteria is used for diagnosis,There should be no rent on the ovary or tube,Absence of evidence of pregnancy at any other site than ovarian,Conservative surgery can be done if diagnosed early,-1,multi,,Gynaecology & Obstetrics,
d1178b3f-b483-42fe-980a-1f332a4368be,"13 yr old child visit gynaecology OPD with a complaint of not attaining menarche with karyotype 46XX. On examination, clitoromegaly is seen. Which enzyme is most likely to be deficient in the above condition?",21 alpha-hydroxylase,11 beta-hydroxylase,17 alpha-hydroxylase,3 beta-hydroxysteroid dehydrogenase,-1,multi,,Gynaecology & Obstetrics,
0b902774-aebc-4398-8931-bd4c57e7ff9e,Therapeutic conization is indicated in?,Microinvasive carcinoma cervix stage lal,CIN III,Unsatisfactory colposcopy with cervical dysplasia,Cervical metaplasia,-1,single,,Gynaecology & Obstetrics,
2e52b8c7-f849-4d33-9c19-370c0167c9b7,Sarcoma botryoides all are true except ?,Also called embryonalrhabdomyosarcoma,Commonly arises from vagina,It presents with blood stained watery vaginal discharge,It can be treated with VAC regime,-1,multi,,Gynaecology & Obstetrics,
c16c8e0e-da24-4fef-b92e-723dcc7eb733,Bacteria responsible for ectopic pregnancy is,Staphylococcus,Chlamydia,Peptostreptococcus,Trichomonas vaginalis,-1,single,,Gynaecology & Obstetrics,
8f16245f-b725-4540-b1fb-8c06e22afa6c,"A 32-year-old female with mild hypeension. Two days after normal delivery, she develop seizures, headache. No proteinuria was there. On imaging she was found to have parasagittal infarction and hematoma 3x2cm.The most probable cause is?",Eclampsia,Superior sagittal sinus thrombosis,Pituitary apoplexy,Subarachnoid hemorrhage,-1,single,,Gynaecology & Obstetrics,
15980cac-5f74-4f48-ab52-840355a1f1c5,MC cause of Primary Amenorrhea is ?,Constitutional/idiopathic,RMKH syndrome,Ovarian dysgenesis,None of the above,-1,multi,,Gynaecology & Obstetrics,
21aebb60-8cd8-451d-9f87-5b8f835fd55c,"In Modern obstetrics, for sensitized Rh-negative mother what should be done to evaluate the condition of the mother?",MCA doppler peak systolic volume,Fetal blood,Amniocentesis,Biophysical profile,-1,single,,Gynaecology & Obstetrics,
