Question,Answer,Age Group,Region,Topic,Keywords,Document Id,LLM Used,Set
Since the beginning of my periods I have been facing excessive bleeding. What can be the cause of this?,"Several factors can cause heavy bleeding, including:

Hormonal imbalances: This is common during puberty and menopause.
Ovulation problems: If you don't ovulate, your body doesn't produce enough progesterone, leading to heavier bleeding.
Uterine fibroids: These are noncancerous growths that can cause heavy and prolonged bleeding.
Other conditions: Endometriosis, adenomyosis, bleeding disorders, and certain medications can also contribute to heavy periods.
If you experience heavy bleeding, consult a doctor to determine the cause and discuss treatment options.",All,Both,Menstrual Problems,"menorrhagia, hormones, ovulation, fibroids, doctor",D47,Gemini,2
All my friends have regular periods but I am always in pain and the bleeding is too much. What can be the cause of heavy bleeding in my periods?,"Several factors can cause heavy bleeding, including:

Hormonal imbalances: This is common during puberty and menopause.
Ovulation problems: If you don't ovulate, your body doesn't produce enough progesterone, leading to heavier bleeding.
Uterine fibroids: These are noncancerous growths that can cause heavy and prolonged bleeding.
Other conditions: Endometriosis, adenomyosis, bleeding disorders, and certain medications can also contribute to heavy periods.
If you experience heavy bleeding, consult a doctor to determine the cause and discuss treatment options.",All,Both,Menstrual Problems,"menorrhagia, hormones, ovulation, fibroids, doctor",D47,Gemini,2
What could be the possible reasons of having heavy flow during periods?,"Several factors can cause heavy bleeding, including:

Hormonal imbalances: This is common during puberty and menopause.
Ovulation problems: If you don't ovulate, your body doesn't produce enough progesterone, leading to heavier bleeding.
Uterine fibroids: These are noncancerous growths that can cause heavy and prolonged bleeding.
Other conditions: Endometriosis, adenomyosis, bleeding disorders, and certain medications can also contribute to heavy periods.
If you experience heavy bleeding, consult a doctor to determine the cause and discuss treatment options.",All,Both,Menstrual Problems,"menorrhagia, hormones, ovulation, fibroids, doctor",D47,Gemini,2
Are there any certain causes behind excessive bleeding during periods?,"Several factors can cause heavy bleeding, including:

Hormonal imbalances: This is common during puberty and menopause.
Ovulation problems: If you don't ovulate, your body doesn't produce enough progesterone, leading to heavier bleeding.
Uterine fibroids: These are noncancerous growths that can cause heavy and prolonged bleeding.
Other conditions: Endometriosis, adenomyosis, bleeding disorders, and certain medications can also contribute to heavy periods.
If you experience heavy bleeding, consult a doctor to determine the cause and discuss treatment options.",All,Both,Menstrual Problems,"menorrhagia, hormones, ovulation, fibroids, doctor",D47,Gemini,2
Can you tell me why some women experience heavy bleeding during menstruation?,"Several factors can cause heavy bleeding, including:

Hormonal imbalances: This is common during puberty and menopause.
Ovulation problems: If you don't ovulate, your body doesn't produce enough progesterone, leading to heavier bleeding.
Uterine fibroids: These are noncancerous growths that can cause heavy and prolonged bleeding.
Other conditions: Endometriosis, adenomyosis, bleeding disorders, and certain medications can also contribute to heavy periods.
If you experience heavy bleeding, consult a doctor to determine the cause and discuss treatment options.",All,Both,Menstrual Problems,"menorrhagia, hormones, ovulation, fibroids, doctor",D47,Gemini,2
What are some reasons I might have infrequent periods?,"Natural causes:
Pregnancy
Breastfeeding
Hormonal birth control
Perimenopause (transition to menopause)
Changes during Adolescents:
Irregular periods are common when periods first start.
If your periods are consistently infrequent, it could be due to:

Weight issues:
Eating disorders and extreme weight loss can disrupt hormones.
Physical activity:
Very intense exercise can affect your hormones in some cases.
Stress:
Physical or emotional stress can temporarily stop ovulation.
Medical conditions:
Polycystic ovary syndrome (PCOS)
Elevated prolactin levels
Premature ovarian failure
Thyroid problems",All,Both,Menstrual Problems,"menorrhea, oligomenorrhea, doctor, PCOS, stress",D48,Gemini,2
What are some causes of my wife's infrequent periods?,"Natural causes:
Pregnancy
Breastfeeding
Hormonal birth control
Perimenopause (transition to menopause)
Changes during Adolescents:
Irregular periods are common when periods first start.
If your periods are consistently infrequent, it could be due to:

Weight issues:
Eating disorders and extreme weight loss can disrupt hormones.
Physical activity:
Very intense exercise can affect your hormones in some cases.
Stress:
Physical or emotional stress can temporarily stop ovulation.
Medical conditions:
Polycystic ovary syndrome (PCOS)
Elevated prolactin levels
Premature ovarian failure
Thyroid problems",All,Both,Menstrual Problems,"menorrhea, oligomenorrhea, doctor, PCOS, stress",D48,Gemini,2
What might be the cause of my teenage daughter's infrequent periods?,"Natural causes:
Pregnancy
Breastfeeding
Hormonal birth control
Perimenopause (transition to menopause)
Changes during Adolescents:
Irregular periods are common when periods first start.
If your periods are consistently infrequent, it could be due to:

Weight issues:
Eating disorders and extreme weight loss can disrupt hormones.
Physical activity:
Very intense exercise can affect your hormones in some cases.
Stress:
Physical or emotional stress can temporarily stop ovulation.
Medical conditions:
Polycystic ovary syndrome (PCOS)
Elevated prolactin levels
Premature ovarian failure
Thyroid problems",All,Both,Menstrual Problems,"menorrhea, oligomenorrhea, doctor, PCOS, stress",D48,Gemini,2
Why does my sister experience infrequent periods?,"Natural causes:
Pregnancy
Breastfeeding
Hormonal birth control
Perimenopause (transition to menopause)
Changes during Adolescents:
Irregular periods are common when periods first start.
If your periods are consistently infrequent, it could be due to:

Weight issues:
Eating disorders and extreme weight loss can disrupt hormones.
Physical activity:
Very intense exercise can affect your hormones in some cases.
Stress:
Physical or emotional stress can temporarily stop ovulation.
Medical conditions:
Polycystic ovary syndrome (PCOS)
Elevated prolactin levels
Premature ovarian failure
Thyroid problems",All,Both,Menstrual Problems,"menorrhea, oligomenorrhea, doctor, PCOS, stress",D48,Gemini,2
"People in my village say that one should have her period every month, why is my period cycle irregular?","Natural causes:
Pregnancy
Breastfeeding
Hormonal birth control
Perimenopause (transition to menopause)
Changes during Adolescents:
Irregular periods are common when periods first start.
If your periods are consistently infrequent, it could be due to:

Weight issues:
Eating disorders and extreme weight loss can disrupt hormones.
Physical activity:
Very intense exercise can affect your hormones in some cases.
Stress:
Physical or emotional stress can temporarily stop ovulation.
Medical conditions:
Polycystic ovary syndrome (PCOS)
Elevated prolactin levels
Premature ovarian failure
Thyroid problems",All,Both,Menstrual Problems,"menorrhea, oligomenorrhea, doctor, PCOS, stress",D48,Gemini,2
"My mother says that my period cycle is irregular, why does this happen in my case?","Natural causes:
Pregnancy
Breastfeeding
Hormonal birth control
Perimenopause (transition to menopause)
Changes during Adolescents:
Irregular periods are common when periods first start.
If your periods are consistently infrequent, it could be due to:

Weight issues:
Eating disorders and extreme weight loss can disrupt hormones.
Physical activity:
Very intense exercise can affect your hormones in some cases.
Stress:
Physical or emotional stress can temporarily stop ovulation.
Medical conditions:
Polycystic ovary syndrome (PCOS)
Elevated prolactin levels
Premature ovarian failure
Thyroid problems",All,Both,Menstrual Problems,"menorrhea, oligomenorrhea, doctor, PCOS, stress",D48,Gemini,2
"Villagers think that regular cycles are the norm, why do I have infrequent periods?","Natural causes:
Pregnancy
Breastfeeding
Hormonal birth control
Perimenopause (transition to menopause)
Changes during Adolescents:
Irregular periods are common when periods first start.
If your periods are consistently infrequent, it could be due to:

Weight issues:
Eating disorders and extreme weight loss can disrupt hormones.
Physical activity:
Very intense exercise can affect your hormones in some cases.
Stress:
Physical or emotional stress can temporarily stop ovulation.
Medical conditions:
Polycystic ovary syndrome (PCOS)
Elevated prolactin levels
Premature ovarian failure
Thyroid problems",All,Both,Menstrual Problems,"menorrhea, oligomenorrhea, doctor, PCOS, stress",D48,Gemini,2
My periods used to come every month but now it has been three months since I have got my last period. Is this normal?,"Natural causes:
Pregnancy
Breastfeeding
Hormonal birth control
Perimenopause (transition to menopause)
Changes during Adolescents:
Irregular periods are common when periods first start.
If your periods are consistently infrequent, it could be due to:

Weight issues:
Eating disorders and extreme weight loss can disrupt hormones.
Physical activity:
Very intense exercise can affect your hormones in some cases.
Stress:
Physical or emotional stress can temporarily stop ovulation.
Medical conditions:
Polycystic ovary syndrome (PCOS)
Elevated prolactin levels
Premature ovarian failure
Thyroid problems",All,Both,Menstrual Problems,"menorrhea, oligomenorrhea, doctor, PCOS, stress",D48,Gemini,2
For the past year my periods have been inconsistent and I cannot figure out why. Could you tell me the possible reasons?,"Natural causes:
Pregnancy
Breastfeeding
Hormonal birth control
Perimenopause (transition to menopause)
Changes during Adolescents:
Irregular periods are common when periods first start.
If your periods are consistently infrequent, it could be due to:

Weight issues:
Eating disorders and extreme weight loss can disrupt hormones.
Physical activity:
Very intense exercise can affect your hormones in some cases.
Stress:
Physical or emotional stress can temporarily stop ovulation.
Medical conditions:
Polycystic ovary syndrome (PCOS)
Elevated prolactin levels
Premature ovarian failure
Thyroid problems",All,Both,Menstrual Problems,"menorrhea, oligomenorrhea, doctor, PCOS, stress",D48,Gemini,2
I have seen a huge change in my menstrual cycle over the past few months. Could this be because of some underlying health issue?,"Natural causes:
Pregnancy
Breastfeeding
Hormonal birth control
Perimenopause (transition to menopause)
Changes during Adolescents:
Irregular periods are common when periods first start.
If your periods are consistently infrequent, it could be due to:

Weight issues:
Eating disorders and extreme weight loss can disrupt hormones.
Physical activity:
Very intense exercise can affect your hormones in some cases.
Stress:
Physical or emotional stress can temporarily stop ovulation.
Medical conditions:
Polycystic ovary syndrome (PCOS)
Elevated prolactin levels
Premature ovarian failure
Thyroid problems",All,Both,Menstrual Problems,"menorrhea, oligomenorrhea, doctor, PCOS, stress",D48,Gemini,2
What can cause a woman to have irregular periods?,"Natural causes:
Pregnancy
Breastfeeding
Hormonal birth control
Perimenopause (transition to menopause)
Changes during Adolescents:
Irregular periods are common when periods first start.
If your periods are consistently infrequent, it could be due to:

Weight issues:
Eating disorders and extreme weight loss can disrupt hormones.
Physical activity:
Very intense exercise can affect your hormones in some cases.
Stress:
Physical or emotional stress can temporarily stop ovulation.
Medical conditions:
Polycystic ovary syndrome (PCOS)
Elevated prolactin levels
Premature ovarian failure
Thyroid problems",All,Both,Menstrual Problems,"menorrhea, oligomenorrhea, doctor, PCOS, stress",D48,Gemini,2
What are the potential causes of infrequent menstruation?,"Natural causes:
Pregnancy
Breastfeeding
Hormonal birth control
Perimenopause (transition to menopause)
Changes during Adolescents:
Irregular periods are common when periods first start.
If your periods are consistently infrequent, it could be due to:

Weight issues:
Eating disorders and extreme weight loss can disrupt hormones.
Physical activity:
Very intense exercise can affect your hormones in some cases.
Stress:
Physical or emotional stress can temporarily stop ovulation.
Medical conditions:
Polycystic ovary syndrome (PCOS)
Elevated prolactin levels
Premature ovarian failure
Thyroid problems",All,Both,Menstrual Problems,"menorrhea, oligomenorrhea, doctor, PCOS, stress",D48,Gemini,2
Why do some women experience fewer menstrual cycles than usual?,"Natural causes:
Pregnancy
Breastfeeding
Hormonal birth control
Perimenopause (transition to menopause)
Changes during Adolescents:
Irregular periods are common when periods first start.
If your periods are consistently infrequent, it could be due to:

Weight issues:
Eating disorders and extreme weight loss can disrupt hormones.
Physical activity:
Very intense exercise can affect your hormones in some cases.
Stress:
Physical or emotional stress can temporarily stop ovulation.
Medical conditions:
Polycystic ovary syndrome (PCOS)
Elevated prolactin levels
Premature ovarian failure
Thyroid problems",All,Both,Menstrual Problems,"menorrhea, oligomenorrhea, doctor, PCOS, stress",D48,Gemini,2
What are some signs that my lack of periods might be a medical issue?,"Missing periods for several months in a row
Unusual changes in your period, like sudden heavy bleeding or very light periods
Other symptoms like excessive hair growth, acne, or weight gain
If you experience any of these, consult a doctor to get a diagnosis and discuss treatment options. ",All,Both,Menstrual Problems,"doctor, amenorrhea, oligomenorrhea, unusual changes",D48,Gemini,2
My wife's lack of periods might be due to a medical issue. What are some signs?,"Missing periods for several months in a row
Unusual changes in your period, like sudden heavy bleeding or very light periods
Other symptoms like excessive hair growth, acne, or weight gain
If you experience any of these, consult a doctor to get a diagnosis and discuss treatment options. ",All,Both,Menstrual Problems,"doctor, amenorrhea, oligomenorrhea, unusual changes",D48,Gemini,2
What are the warning signs that my daughter has a medical issue regarding her periods?,"Missing periods for several months in a row
Unusual changes in your period, like sudden heavy bleeding or very light periods
Other symptoms like excessive hair growth, acne, or weight gain
If you experience any of these, consult a doctor to get a diagnosis and discuss treatment options. ",All,Both,Menstrual Problems,"doctor, amenorrhea, oligomenorrhea, unusual changes",D48,Gemini,2
Are there any symptoms I should be aware of if my sister is having trouble with her periods?,"Missing periods for several months in a row
Unusual changes in your period, like sudden heavy bleeding or very light periods
Other symptoms like excessive hair growth, acne, or weight gain
If you experience any of these, consult a doctor to get a diagnosis and discuss treatment options. ",All,Both,Menstrual Problems,"doctor, amenorrhea, oligomenorrhea, unusual changes",D48,Gemini,2
"In my village there is no medical facilities, what signs should I look out for which shows that I have a medical issue with my periods?","Missing periods for several months in a row
Unusual changes in your period, like sudden heavy bleeding or very light periods
Other symptoms like excessive hair growth, acne, or weight gain
If you experience any of these, consult a doctor to get a diagnosis and discuss treatment options. ",All,Both,Menstrual Problems,"doctor, amenorrhea, oligomenorrhea, unusual changes",D48,Gemini,2
Is there any specific indications to know if I have a medical problem due to my lack of periods?,"Missing periods for several months in a row
Unusual changes in your period, like sudden heavy bleeding or very light periods
Other symptoms like excessive hair growth, acne, or weight gain
If you experience any of these, consult a doctor to get a diagnosis and discuss treatment options. ",All,Both,Menstrual Problems,"doctor, amenorrhea, oligomenorrhea, unusual changes",D48,Gemini,2
How to know if I am having any medical complications due to my irregular periods?,"Missing periods for several months in a row
Unusual changes in your period, like sudden heavy bleeding or very light periods
Other symptoms like excessive hair growth, acne, or weight gain
If you experience any of these, consult a doctor to get a diagnosis and discuss treatment options. ",All,Both,Menstrual Problems,"doctor, amenorrhea, oligomenorrhea, unusual changes",D48,Gemini,2
I haven't seen my periods in the past three months. Could this be a medical issue?,"Missing periods for several months in a row
Unusual changes in your period, like sudden heavy bleeding or very light periods
Other symptoms like excessive hair growth, acne, or weight gain
If you experience any of these, consult a doctor to get a diagnosis and discuss treatment options. ",All,Both,Menstrual Problems,"doctor, amenorrhea, oligomenorrhea, unusual changes",D48,Gemini,2
"I have been experiencing pain and fatigue, could this be a sign that my lack of periods is a medical issue?","Missing periods for several months in a row
Unusual changes in your period, like sudden heavy bleeding or very light periods
Other symptoms like excessive hair growth, acne, or weight gain
If you experience any of these, consult a doctor to get a diagnosis and discuss treatment options. ",All,Both,Menstrual Problems,"doctor, amenorrhea, oligomenorrhea, unusual changes",D48,Gemini,2
I had my last period a few months ago and haven't seen it since then. What signs will indicate that this is a medical issue?,"Missing periods for several months in a row
Unusual changes in your period, like sudden heavy bleeding or very light periods
Other symptoms like excessive hair growth, acne, or weight gain
If you experience any of these, consult a doctor to get a diagnosis and discuss treatment options. ",All,Both,Menstrual Problems,"doctor, amenorrhea, oligomenorrhea, unusual changes",D48,Gemini,2
What could be the cause if I'm not getting my period?,"Missing periods for several months in a row
Unusual changes in your period, like sudden heavy bleeding or very light periods
Other symptoms like excessive hair growth, acne, or weight gain
If you experience any of these, consult a doctor to get a diagnosis and discuss treatment options. ",All,Both,Menstrual Problems,"doctor, amenorrhea, oligomenorrhea, unusual changes",D48,Gemini,2
What are the indications that my period irregularities could be caused by a medical problem?,"Missing periods for several months in a row
Unusual changes in your period, like sudden heavy bleeding or very light periods
Other symptoms like excessive hair growth, acne, or weight gain
If you experience any of these, consult a doctor to get a diagnosis and discuss treatment options. ",All,Both,Menstrual Problems,"doctor, amenorrhea, oligomenorrhea, unusual changes",D48,Gemini,2
What should I look out for that indicates my lack of periods might be due to a medical issue?,"Missing periods for several months in a row
Unusual changes in your period, like sudden heavy bleeding or very light periods
Other symptoms like excessive hair growth, acne, or weight gain
If you experience any of these, consult a doctor to get a diagnosis and discuss treatment options. ",All,Both,Menstrual Problems,"doctor, amenorrhea, oligomenorrhea, unusual changes",D48,Gemini,2
What causes primary amenorrhea?,"Primary amenorrhea, the absence of periods by age 16, can be caused by delayed puberty due to genetic factors or failure of ovarian development.",Adolescents,Both,Menstrual Problems,"Primary Amenorrhea, Absence of Periods, Delayed Puberty",D48,ChatGPT,2
What causes menstrual irregularities in my daughter?,"Primary amenorrhea, the absence of periods by age 16, can be caused by delayed puberty due to genetic factors or failure of ovarian development.",Adolescents,Both,Menstrual Problems,"Primary Amenorrhea, Absence of Periods, Delayed Puberty",D48,ChatGPT,2
What could be causing my wife's absence of periods?,"Primary amenorrhea, the absence of periods by age 16, can be caused by delayed puberty due to genetic factors or failure of ovarian development.",Adolescents,Both,Menstrual Problems,"Primary Amenorrhea, Absence of Periods, Delayed Puberty",D48,ChatGPT,2
What could be the causes of absence of period in my teenage sister?,"Primary amenorrhea, the absence of periods by age 16, can be caused by delayed puberty due to genetic factors or failure of ovarian development.",Adolescents,Both,Menstrual Problems,"Primary Amenorrhea, Absence of Periods, Delayed Puberty",D48,ChatGPT,2
"In my village, some girls don't get periods even after reaching a certain age. What could be the possible cause of this?","Primary amenorrhea, the absence of periods by age 16, can be caused by delayed puberty due to genetic factors or failure of ovarian development.",Adolescents,Both,Menstrual Problems,"Primary Amenorrhea, Absence of Periods, Delayed Puberty",D48,ChatGPT,2
"According to the women in my village, why is it that some girls don't get periods even after becoming of a certain age?","Primary amenorrhea, the absence of periods by age 16, can be caused by delayed puberty due to genetic factors or failure of ovarian development.",Adolescents,Both,Menstrual Problems,"Primary Amenorrhea, Absence of Periods, Delayed Puberty",D48,ChatGPT,2
"In my village, some girls don't experience periods. Is there any particular reason for this?","Primary amenorrhea, the absence of periods by age 16, can be caused by delayed puberty due to genetic factors or failure of ovarian development.",Adolescents,Both,Menstrual Problems,"Primary Amenorrhea, Absence of Periods, Delayed Puberty",D48,ChatGPT,2
My sister had her first period when she was 14 but I am 19 and I have not got my first period yet. What are the causes of primary amenorrhea?,"Primary amenorrhea, the absence of periods by age 16, can be caused by delayed puberty due to genetic factors or failure of ovarian development.",Adolescents,Both,Menstrual Problems,"Primary Amenorrhea, Absence of Periods, Delayed Puberty",D48,ChatGPT,2
They say that after a certain age women should get their periods. But I am 22 and I do not get my periods regularly. What can be the reason?,"Primary amenorrhea, the absence of periods by age 16, can be caused by delayed puberty due to genetic factors or failure of ovarian development.",Adolescents,Both,Menstrual Problems,"Primary Amenorrhea, Absence of Periods, Delayed Puberty",D48,ChatGPT,2
I have not had my first period yet and I am very concerned about it. What causes primary amenorrhea?,"Primary amenorrhea, the absence of periods by age 16, can be caused by delayed puberty due to genetic factors or failure of ovarian development.",Adolescents,Both,Menstrual Problems,"Primary Amenorrhea, Absence of Periods, Delayed Puberty",D48,ChatGPT,2
What could be the reasons behind primary amenorrhea?,"Primary amenorrhea, the absence of periods by age 16, can be caused by delayed puberty due to genetic factors or failure of ovarian development.",Adolescents,Both,Menstrual Problems,"Primary Amenorrhea, Absence of Periods, Delayed Puberty",D48,ChatGPT,2
What might be the causes of primary amenorrhea?,"Primary amenorrhea, the absence of periods by age 16, can be caused by delayed puberty due to genetic factors or failure of ovarian development.",Adolescents,Both,Menstrual Problems,"Primary Amenorrhea, Absence of Periods, Delayed Puberty",D48,ChatGPT,2
Why do some women experience primary amenorrhea?,"Primary amenorrhea, the absence of periods by age 16, can be caused by delayed puberty due to genetic factors or failure of ovarian development.",Adolescents,Both,Menstrual Problems,"Primary Amenorrhea, Absence of Periods, Delayed Puberty",D48,ChatGPT,2
What role does weight loss and eating disorders play in causing amenorrhea?,"Extreme weight loss and reduced fat stores due to eating disorders lead to hormonal changes, including low thyroid levels and elevated stress hormone levels, which can cause amenorrhea in adolescent girls.",All,Both,Menstrual Problems,"Amenorrhea Causes, Eating Disorders, Weight Loss",D48,ChatGPT,2
What role does weight loss and eating disorders have in causing my wife's amenorrhea?,"Extreme weight loss and reduced fat stores due to eating disorders lead to hormonal changes, including low thyroid levels and elevated stress hormone levels, which can cause amenorrhea in adolescent girls.",All,Both,Menstrual Problems,"Amenorrhea Causes, Eating Disorders, Weight Loss",D48,ChatGPT,2
How does my teenage daughter's eating disorders and weight loss affect her amenorrhea?,"Extreme weight loss and reduced fat stores due to eating disorders lead to hormonal changes, including low thyroid levels and elevated stress hormone levels, which can cause amenorrhea in adolescent girls.",All,Both,Menstrual Problems,"Amenorrhea Causes, Eating Disorders, Weight Loss",D48,ChatGPT,2
What role do eating disorders and weight loss play in causing my sister's amenorrhea?,"Extreme weight loss and reduced fat stores due to eating disorders lead to hormonal changes, including low thyroid levels and elevated stress hormone levels, which can cause amenorrhea in adolescent girls.",All,Both,Menstrual Problems,"Amenorrhea Causes, Eating Disorders, Weight Loss",D48,ChatGPT,2
My grandma says that eating less will make my periods stop. Is this true?,"Extreme weight loss and reduced fat stores due to eating disorders lead to hormonal changes, including low thyroid levels and elevated stress hormone levels, which can cause amenorrhea in adolescent girls.",All,Both,Menstrual Problems,"Amenorrhea Causes, Eating Disorders, Weight Loss",D48,ChatGPT,2
I have heard in my village that losing too much weight will stop my periods. Is this correct?,"Extreme weight loss and reduced fat stores due to eating disorders lead to hormonal changes, including low thyroid levels and elevated stress hormone levels, which can cause amenorrhea in adolescent girls.",All,Both,Menstrual Problems,"Amenorrhea Causes, Eating Disorders, Weight Loss",D48,ChatGPT,2
Does dieting or eating disorders lead to amenorrhea in a rural woman?,"Extreme weight loss and reduced fat stores due to eating disorders lead to hormonal changes, including low thyroid levels and elevated stress hormone levels, which can cause amenorrhea in adolescent girls.",All,Both,Menstrual Problems,"Amenorrhea Causes, Eating Disorders, Weight Loss",D48,ChatGPT,2
I recently stopped gaining weight and I have stopped getting my periods. What role does my diet play in this?,"Extreme weight loss and reduced fat stores due to eating disorders lead to hormonal changes, including low thyroid levels and elevated stress hormone levels, which can cause amenorrhea in adolescent girls.",All,Both,Menstrual Problems,"Amenorrhea Causes, Eating Disorders, Weight Loss",D48,ChatGPT,2
My sister has lost a lot of weight and since then she has stopped getting her periods. What could be the reason?,"Extreme weight loss and reduced fat stores due to eating disorders lead to hormonal changes, including low thyroid levels and elevated stress hormone levels, which can cause amenorrhea in adolescent girls.",All,Both,Menstrual Problems,"Amenorrhea Causes, Eating Disorders, Weight Loss",D48,ChatGPT,2
I recently joined a gym and started following a strict diet. I stopped getting my mensuration cycle. What can be the cause?,"Extreme weight loss and reduced fat stores due to eating disorders lead to hormonal changes, including low thyroid levels and elevated stress hormone levels, which can cause amenorrhea in adolescent girls.",All,Both,Menstrual Problems,"Amenorrhea Causes, Eating Disorders, Weight Loss",D48,ChatGPT,2
Can extreme body weight loss and eating disorders cause amenorrhea?,"Extreme weight loss and reduced fat stores due to eating disorders lead to hormonal changes, including low thyroid levels and elevated stress hormone levels, which can cause amenorrhea in adolescent girls.",All,Both,Menstrual Problems,"Amenorrhea Causes, Eating Disorders, Weight Loss",D48,ChatGPT,2
Is it true that eating disorders and weight loss can lead to amenorrhea?,"Extreme weight loss and reduced fat stores due to eating disorders lead to hormonal changes, including low thyroid levels and elevated stress hormone levels, which can cause amenorrhea in adolescent girls.",All,Both,Menstrual Problems,"Amenorrhea Causes, Eating Disorders, Weight Loss",D48,ChatGPT,2
To what extent do eating disorders and inadequate weight affect the occurrence of amenorrhea?,"Extreme weight loss and reduced fat stores due to eating disorders lead to hormonal changes, including low thyroid levels and elevated stress hormone levels, which can cause amenorrhea in adolescent girls.",All,Both,Menstrual Problems,"Amenorrhea Causes, Eating Disorders, Weight Loss",D48,ChatGPT,2
How does stress contribute to temporary amenorrhea?,"Physical and emotional stress can block the release of luteinizing hormone, causing temporary amenorrhea by disrupting the menstrual cycle.",All,Both,Menstrual Problems,"Stress, Amenorrhea, Menstrual Cycle",D48,ChatGPT,2
"My wife is facing temporary amenorrhea, what effect could stress have on this?","Physical and emotional stress can block the release of luteinizing hormone, causing temporary amenorrhea by disrupting the menstrual cycle.",All,Both,Menstrual Problems,"Stress, Amenorrhea, Menstrual Cycle",D48,ChatGPT,2
How can stress cause temporary amenorrhea in young girls?,"Physical and emotional stress can block the release of luteinizing hormone, causing temporary amenorrhea by disrupting the menstrual cycle.",All,Both,Menstrual Problems,"Stress, Amenorrhea, Menstrual Cycle",D48,ChatGPT,2
How does my daughter's stress levels affect her periods?,"Physical and emotional stress can block the release of luteinizing hormone, causing temporary amenorrhea by disrupting the menstrual cycle.",All,Both,Menstrual Problems,"Stress, Amenorrhea, Menstrual Cycle",D48,ChatGPT,2
In my village women are under constant stress due to work and family problems. How does this affects their menstrual cycle?,"Physical and emotional stress can block the release of luteinizing hormone, causing temporary amenorrhea by disrupting the menstrual cycle.",All,Both,Menstrual Problems,"Stress, Amenorrhea, Menstrual Cycle",D48,ChatGPT,2
Under stressful situations does temporary amenorrhea occur in rural women?,"Physical and emotional stress can block the release of luteinizing hormone, causing temporary amenorrhea by disrupting the menstrual cycle.",All,Both,Menstrual Problems,"Stress, Amenorrhea, Menstrual Cycle",D48,ChatGPT,2
Does intense stress cause temporary absence of periods in woman living in rural areas?,"Physical and emotional stress can block the release of luteinizing hormone, causing temporary amenorrhea by disrupting the menstrual cycle.",All,Both,Menstrual Problems,"Stress, Amenorrhea, Menstrual Cycle",D48,ChatGPT,2
"I have been under a lot of stress lately. As a result, I have stopped getting my periods. How does stress contribute to temporary amenorrhea?","Physical and emotional stress can block the release of luteinizing hormone, causing temporary amenorrhea by disrupting the menstrual cycle.",All,Both,Menstrual Problems,"Stress, Amenorrhea, Menstrual Cycle",D48,ChatGPT,2
"My daughter has been going through a lot of stress due to her examinations. As a result, she has stopped getting her periods. How does stress trigger temporary amenorrhea?","Physical and emotional stress can block the release of luteinizing hormone, causing temporary amenorrhea by disrupting the menstrual cycle.",All,Both,Menstrual Problems,"Stress, Amenorrhea, Menstrual Cycle",D48,ChatGPT,2
I am an athlete and I have been under a lot of stress due to my training schedule. I have not received my periods since the past 3 months. Is stress the reason behind temporary amenorrhea?,"Physical and emotional stress can block the release of luteinizing hormone, causing temporary amenorrhea by disrupting the menstrual cycle.",All,Both,Menstrual Problems,"Stress, Amenorrhea, Menstrual Cycle",D48,ChatGPT,2
What are the links between stress and amenorrhea?,"Physical and emotional stress can block the release of luteinizing hormone, causing temporary amenorrhea by disrupting the menstrual cycle.",All,Both,Menstrual Problems,"Stress, Amenorrhea, Menstrual Cycle",D48,ChatGPT,2
How does emotional stress lead to a temporary period stoppage?,"Physical and emotional stress can block the release of luteinizing hormone, causing temporary amenorrhea by disrupting the menstrual cycle.",All,Both,Menstrual Problems,"Stress, Amenorrhea, Menstrual Cycle",D48,ChatGPT,2
Can anxiety cause amenorrhea?,"Physical and emotional stress can block the release of luteinizing hormone, causing temporary amenorrhea by disrupting the menstrual cycle.",All,Both,Menstrual Problems,"Stress, Amenorrhea, Menstrual Cycle",D48,ChatGPT,2
"What is premature ovarian failure, and how does it affect menstruation?","Premature ovarian failure is the early depletion of follicles before age 40, leading to premature menopause. It significantly affects menstruation and can cause amenorrhea, infertility, and hormonal imbalances.","Yound Adults, Old Adults",Both,Menstrual Problems,"Premature Ovarian Failure, Menstrual Disorders, Infertility",D48,ChatGPT,2
What is premature ovarian failure and how does it affect my wife's menstruation?,"Premature ovarian failure is the early depletion of follicles before age 40, leading to premature menopause. It significantly affects menstruation and can cause amenorrhea, infertility, and hormonal imbalances.","Yound Adults, Old Adults",Both,Menstrual Problems,"Premature Ovarian Failure, Menstrual Disorders, Infertility",D48,ChatGPT,2
How does premature ovarian failure affect my teenage daughter's menstruation?,"Premature ovarian failure is the early depletion of follicles before age 40, leading to premature menopause. It significantly affects menstruation and can cause amenorrhea, infertility, and hormonal imbalances.","Yound Adults, Old Adults",Both,Menstrual Problems,"Premature Ovarian Failure, Menstrual Disorders, Infertility",D48,ChatGPT,2
What is premature ovarian failure and how does it affect my sister's menstruation?,"Premature ovarian failure is the early depletion of follicles before age 40, leading to premature menopause. It significantly affects menstruation and can cause amenorrhea, infertility, and hormonal imbalances.","Yound Adults, Old Adults",Both,Menstrual Problems,"Premature Ovarian Failure, Menstrual Disorders, Infertility",D48,ChatGPT,2
